page,name,brand,link,price,old,new,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,card_brand,screen_size,screen_type
thegioididong,Laptop HP 15 fd0304TU i3 1315U/8GB/512GB/Win11 (A2NL5PA),Laptop HP,http://www.thegioididong.com/laptop/hp-15-fd0304tu-i3-a2nl5pa?utm_flashsale=1,11890000.0,0,1,Intel Core i3 Raptor Lake - 1315U,Intel,8,DDR4,SSD,512 GB,Card tích hợp-Intel UHD Graphics,Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5011W1),Laptop Dell,http://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5011w1,16490000.0,0,1,Intel Core i5 Alder Lake- 1235U,Intel,16,DDR4,SSD,512 GB,Card tích hợp-Intel Iris Xe Graphics,Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop MSI Gaming Katana A15 AI B8VE R7 8845HS/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (402VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8ve-r7-402vn,26990000.0,0,1,AMD Ryzen 7- 8845HS,AMD,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4050, 6 GB",Nvidia,15.6,Độ phân giải:Full HD
thegioididong,Laptop Lenovo ThinkPad E16 Ultra 7 155H/32GB/1TB/Win11 (21MA004PVN),Laptop Lenovo,http://www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-7-21ma004pvn,32990000.0,0,1,Intel Core Ultra 7 Meteor Lake - 155H,Intel,32,DDR5,SSD,1 TB,Card tích hợp- Intel Arc Graphics,Intel,16,
thegioididong,Laptop Asus Vivobook S 15 S5507QA X1E 78 100/32GB/1TB/Win11/OfficeHS (MA090WS),Laptop Asus,http://www.thegioididong.com/laptop/asus-s5507qa-x1e-78-100-ma090ws,31990000.0,0,1,Snapdragon X Elite - X1E 78 100,Qualcomm,32,,SSD,1 TB,Card tích hợp- Qualcomm Adreno GPU,Apple,15.6,2.8K
thegioididong,Laptop Lenovo IdeaPad Slim 5 14Q8X9 X1P 42 100/16GB/512GB/Win11 (83HL000KVN),Laptop Lenovo,http://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14q8x9-x1p-42-100-83hl000kvn,22990000.0,0,1,Snapdragon X Plus - X1P 42 100,Qualcomm,16,LPDDR5,SSD,512 GB,Card tích hợp- Qualcomm Adreno GPU,Apple,14,WUXGA
thegioididong,Laptop Dell Vostro 3420 i5 1235U/8GB/512GB/OfficeHS/Win11 (V4I5702W1),Laptop Dell,http://www.thegioididong.com/laptop/dell-vostro-3420-i5-v4i5702w1?utm_flashsale=1,,0,1,Intel Core i5 Alder Lake- 1235U,Intel,8,DDR4,SSD,512 GB,Card tích hợp- Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Intel,14,Độ phân giải:Full HD
thegioididong,Laptop Asus TUF Gaming Dash F15 FX517ZE i5 12450H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (HN045W),Laptop Asus,http://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,19990000.0,0,1,Intel Core i5 Alder Lake- 12450H,Intel,8,DDR5,SSD,512 GB,"Card rời-NVIDIA GeForce RTX 3050Ti, 4 GB",Nvidia,15.6,Độ phân giải:Full HD
thegioididong,Laptop Dell Inspiron 15 3530 i5 1335U/8GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U085W11BLU),Laptop Dell,http://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,,0,1,Intel Core i5 Raptor Lake - 1335U,Intel,8,DDR4,SSD,512 GB,Card tích hợp- Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),Laptop Dell,http://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i716w1,23990000.0,0,1,Intel Core i7 Raptor Lake - 1355U,Intel,16,DDR4,SSD,512 GB,Card rời- NVIDIA GeForce MX550 2 GB,Apple,15.6,Độ phân giải:Full HD
thegioididong,Laptop HP Probook 450 G10 i7 1355U/16GB/512GB/Win11 (9H8H1PT),Laptop HP,http://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt,24990000.0,0,1,Intel Core i7 Raptor Lake - 1355U,Intel,16,DDR4,SSD,512 GB,Card tích hợp- Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop HP Probook 450 G10 i5 1335U/16GB/512GB/Win11 (873D1PA),Laptop HP,http://www.thegioididong.com/laptop/hp-probook-450-g10-i5-873d1pa,21490000.0,0,1,Intel Core i5 Raptor Lake - 1335U,Intel,16,DDR4,SSD,512 GB,Card tích hợp- Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop HP VICTUS 16 r0283TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (AD9T3PA),Laptop HP,http://www.thegioididong.com/laptop/hp-victus-16-r0283tx-i5-ad9t3pa,24990000.0,0,1,Intel Core i5 Raptor Lake - 13500H,Intel,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 3050, 6 GB",Nvidia,16.1,Độ phân giải:Full HD
thegioididong,Laptop Lenovo ThinkBook 16 G6 i5 13420H/16GB/512GB/Win11 (21KH00Q0VN),Laptop Lenovo,http://www.thegioididong.com/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn,20590000.0,0,1,Intel Core i5 Raptor Lake - 13420H,Intel,16,DDR5,SSD,512 GB,Card tích hợp-Intel UHD Graphics,Intel,16,WUXGA
thegioididong,Laptop MSI Gaming Cyborg 15 AI A1VEK Ultra 7 155H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (053VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,28490000.0,0,1,Intel Core Ultra 7 Meteor Lake - 155H,Intel,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4050, 6 GB",Nvidia,15.6,Độ phân giải:Full HD
thegioididong,Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/KYHD/Win11 (V5I5610W1),Laptop Dell,http://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1?utm_flashsale=1,,0,1,Intel Core i5 Alder Lake- 1235U,Intel,8,DDR4,SSD,512 GB,Card tích hợp- Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop Dell Inspiron 7440 Core 7 150U/16GB/1TB/Touch/Pen/OfficeHS/Win11 (N7440-C7U161W11IBU),Laptop Dell,http://www.thegioididong.com/laptop/dell-inspiron-7440-core-7-n7440c7u161w11ibu,31990000.0,0,1,Intel Core 7 Raptor Lake - 150U,Intel,16,DDR5,SSD,1 TB,Card tích hợp- Intel Graphics,Intel,14,Độ phân giải:Full HD
thegioididong,Laptop Dell Latitude 3540 i5 1235U/16GB/512GB/Win11 (71038100),Laptop Dell,http://www.thegioididong.com/laptop/dell-latitude-3540-i5-71038100,16990000.0,0,1,Intel Core i5 Alder Lake- 1235U,Intel,16,DDR4,SSD,512 GB,Card tích hợp-Intel Iris Xe Graphics,Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop Dell Inspiron 7440 Core 5 120U/16GB/1TB/Touch/Pen/OfficeHS/Win11 (N4I5006W1),Laptop Dell,http://www.thegioididong.com/laptop/dell-inspiron-7440-core-5-n4i5006w1,29490000.0,0,1,Intel Core 5 Raptor Lake - 120U,Intel,16,DDR5,SSD,1 TB,Card tích hợp- Intel Graphics,Intel,14,Độ phân giải:Full HD
thegioididong,Laptop ASUS TUF Gaming A15 FA507UV R7 8845HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP142W),Laptop Asus,http://www.thegioididong.com/laptop/asus-fa507uv-r7-lp142w,28990000.0,0,1,AMD Ryzen 7- 8845HS,AMD,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,15.6,Độ phân giải:Full HD
thegioididong,Laptop Acer Swift Go 14 AI SFG14 73 53X7 Ultra 5 125H/16GB/512GB/Win11 (NX.KSLSV.001),Laptop Acer,http://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-53x7-ultra-5-nxkslsv001?itm_source=home&itm_medium=product_card&itm_campaign=viewed,22990000.0,0,1,Intel Core Ultra 5 Meteor Lake - 125H,Intel,16,LPDDR5,SSD,512 GB,Card tích hợp- Intel Arc Graphics,Intel,14,2.8K
thegioididong,Laptop HP Envy X360 14 fc0083TU Ultra 7 155U/32GB/1TB/Touch/Pen/Win11 (A19BSPA),Laptop HP,http://www.thegioididong.com/laptop/hp-envy-x360-14-fc0083tu-ultra-7-a19bspa,33890000.0,0,1,Intel Core Ultra 7 Meteor Lake - 155U,Intel,32,,SSD,1 TB,Card tích hợp- Intel Graphics,Intel,14,2.8K
thegioididong,Laptop HP Envy X360 14 fa0048AU R7 8840HS/16GB/512GB/Touch/Pen/Win11 (A19BQPA),Laptop HP,http://www.thegioididong.com/laptop/hp-envy-x360-14-fa0048au-r7-a19bqpa,28990000.0,0,1,AMD Ryzen 7- 8840HS,AMD,16,LPDDR5,SSD,512 GB,Card tích hợp- AMD Radeon Graphics,AMD,14,2.8K
thegioididong,Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/2GB MX570A/120Hz/OfficeHS/Win11 (N6I7512W1),Laptop Dell,http://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n6i7512w1,31490000.0,0,1,Intel Core 7 Raptor Lake - 150U,Intel,16,DDR5,SSD,1 TB,"Card rời- NVIDIA Geforce MX570A, 2 GB",Nvidia,16,2.5K
thegioididong,Laptop Dell XPS 13 9340 Ultra 7 155H/16GB/1TB/Touch/OfficeHS/Win11 (HXRGT),Laptop Dell,http://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-7-hxrgt,54990000.0,0,1,Intel Core Ultra 7 Meteor Lake - 155H,Intel,16,LPDDR5,SSD,1 TB,Card tích hợp- Intel Arc Graphics,Intel,13.4,Độ phân giải:QHD
thegioididong,Laptop Lenovo Thinkpad X13 Ultra 5 125U/16GB/512GB/Win11 Pro (21LU004NVN),Laptop Lenovo,http://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-5-21lu004nvn,32990000.0,0,1,Intel Core Ultra 5 Meteor Lake - 125U,Intel,16,LPDDR5,SSD,512 GB,Card tích hợp- Intel Graphics,Intel,13.3,WUXGA
thegioididong,Laptop HP VICTUS 16 r0127TX i7 13700H/16GB/512GB/8GB RTX4060/144Hz/Win11 (8C5N2PA),Laptop HP,http://www.thegioididong.com/laptop/hp-victus-16-r0127tx-i7-8c5n2pa,34790000.0,0,1,Intel Core i7 Raptor Lake - 13700H,Intel,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,16.1,Độ phân giải:Full HD
thegioididong,Laptop HP Spectre X360 14 eu0050TU Ultra 7 155H/32GB/1TB/Touch/Pen/Win11 (A19BLPA),Laptop HP,http://www.thegioididong.com/laptop/hp-spectre-x360-14-eu0050tu-ultra-7-a19blpa,51790000.0,0,1,Intel Core Ultra 7 Meteor Lake - 155H,Intel,32,,SSD,1 TB,Card tích hợp- Intel Arc Graphics,Intel,14,2.8K
thegioididong,Laptop HP Gaming VICTUS 16 s0139AX R7 7840HS/32GB/512GB/8GB RTX4060/144Hz/Win11 (9Q986PA),Laptop HP,http://www.thegioididong.com/laptop/hp-victus-16-s0139ax-r7-9q986pa,34990000.0,0,1,AMD Ryzen 7- 7840HS,AMD,32,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,16.1,Độ phân giải:Full HD
thegioididong,Laptop MSI Gaming Stealth 16 Mercedes AMG A1VGG Ultra 9 185H/32GB/2TB/8GB RTX4070/240Hz/Win11 (293VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-stealth-16-mercedes-amg-a1vgg-ultra-9-293vn,66490000.0,0,1,Intel Core Ultra 9 Meteor Lake - 185H,Intel,32,DDR5,SSD,2 TB,"Card rời- NVIDIA GeForce RTX 4070, 8 GB",Nvidia,16,
thegioididong,Laptop Asus Zenbook S 14 UX5406SA Ultra 7 258V/32GB/1TB/120Hz/Túi/OfficeHS/Win11 (PV140WS),Laptop Asus,http://www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws,43990000.0,0,1,Intel Core Ultra 7 Lunar Lake - 258V,Intel,32,,SSD,1 TB,Card tích hợp- Intel Arc Graphics,Intel,14,2.8K
thegioididong,Laptop HP Pavilion 15 eg3098TU i3 1315U/8GB/256GB/Win11 (8C5L9PA),Laptop HP,http://www.thegioididong.com/laptop/hp-pavilion-15-eg3098tu-i3-8c5l9pa?utm_flashsale=1,12590000.0,0,1,Intel Core i3 Raptor Lake - 1315U,Intel,8,DDR4,SSD,256 GB,Card tích hợp-Intel UHD Graphics,Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop MSI Creator M16 HX C14VFG i7 14700HX/32GB/1TB/8GB RTX4060/240Hz/Balo/Win11 (040VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-creator-m16-hx-c14vfg-i7-040vn,41990000.0,0,1,Intel Core i7 Raptor Lake - 14700HX,Intel,32,DDR5,SSD,1 TB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,16,Độ phân giải:QHD
thegioididong,Laptop Lenovo ThinkPad T14s i7 1355U/32GB/512GB/Touch/Win11 Pro (21F6007XVN),Laptop Lenovo,http://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-i7-21f6007xvn,44290000.0,0,1,Intel Core i7 Raptor Lake - 1355U,Intel,32,,SSD,512 GB,Card tích hợp-Intel Iris Xe Graphics,Intel,14,WUXGA
thegioididong,Laptop HP Envy X360 14 fa0050AU R5 8640HS/16GB/512GB/Touch/Pen/Win11 (A29H8PA),Laptop HP,http://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,26790000.0,0,1,AMD Ryzen 5- 8640HS,AMD,16,LPDDR5,SSD,512 GB,Card tích hợp- AMD Radeon Graphics,AMD,14,2.8K
thegioididong,Laptop Dell G15 5530 i9 13900HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i9HX161W11GR4060),Laptop Dell,http://www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060,40990000.0,0,1,Intel Core i9 Raptor Lake - 13900HX,Intel,16,DDR5,SSD,1 TB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,15.6,Độ phân giải:Full HD
thegioididong,Laptop HP Elitebook 630 G10 i7 1355U/16GB/512GB/Win11 (9H1N9PT),Laptop HP,http://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt,27490000.0,0,1,Intel Core i7 Raptor Lake - 1355U,Intel,16,DDR4,SSD,512 GB,Card tích hợp- Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Intel,13.3,Độ phân giải:Full HD
thegioididong,Laptop MacBook Air 13 inch M3 16GB/256GB/8GPU,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-air-13-inch-m3-16gb-256gb-8gpu,27690000.0,0,1,Apple M3 - Hãng không công bố,Apple,16,,SSD,256 GB,Card tích hợp- 8 nhân GPU,Apple,13.6,Retina
thegioididong,Laptop HP Probook 460 G11 Ultra 5 125U/16GB/512GB/Win11 (A74BTPT),Laptop HP,http://www.thegioididong.com/laptop/hp-probook-460-g11-ultra-5-a74btpt,22990000.0,0,1,Intel Core Ultra 5 Meteor Lake - 125U,Intel,16,DDR5,SSD,512 GB,Card tích hợp- Intel Graphics,Intel,16,WUXGA
thegioididong,Laptop HP Gaming VICTUS 16 r0130TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N5PA),Laptop HP,http://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa?utm_flashsale=1,24990000.0,0,1,Intel Core i5 Raptor Lake - 13500H,Intel,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 3050, 6 GB",Nvidia,16.1,Độ phân giải:Full HD
thegioididong,Laptop MSI Cyborg 15 A13VFK i7 13620H/16GB/512GB/8GB RTX4060/144Hz/Balo/Win11 (876VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-cyborg-15-a13vfk-i7-876vn,27490000.0,0,1,Intel Core i7 Raptor Lake - 13620H,Intel,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,15.6,Độ phân giải:Full HD
thegioididong,Laptop Asus TUF Gaming A14 FA401WV R9 AI HX 370/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Office365/Win11 (RG062WS),Laptop Asus,http://www.thegioididong.com/laptop/asus-fa401wv-r9-ai-rg062ws,40990000.0,0,1,AMD Ryzen AI 9 - HX 370,AMD,16,LPDDR5,SSD,1 TB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,14,Độ phân giải:QHD
thegioididong,Laptop HP Gaming VICTUS 16 s0077AX R7 7840HS/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N6PA),Laptop HP,http://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa,28990000.0,0,1,AMD Ryzen 7- 7840HS,AMD,16,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 3050, 6 GB",Nvidia,16.1,Độ phân giải:Full HD
thegioididong,Laptop HP Elitebook 630 G11 Ultra 7 155U/16GB/512GB/Win11 (A7LC5PT),Laptop HP,http://www.thegioididong.com/laptop/hp-elitebook-630-g11-ultra-7-a7lc5pt,30990000.0,0,1,Intel Core Ultra 7 Meteor Lake - 155U,Intel,16,DDR5,SSD,512 GB,Card tích hợp- Intel Graphics,Intel,13.3,WUXGA
thegioididong,Laptop MSI Prestige 13 AI+ A2VMG Ultra 7 258V/32GB/1TB/Balo/Win11 (040VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-prestige-13-ai-a2vmg-ultra-7-258v-040vn,36990000.0,0,1,Intel Core Ultra 7 Lunar Lake - 258V,Intel,32,,SSD,1 TB,Card tích hợp- Intel Arc 140V,Intel,13.3,2.8K
thegioididong,Laptop Asus Zenbook 14 Duo OLED UX8406MA Ultra 9 185H/32GB/1TB/120Hz/Touch/Pen/Túi/Win11 (PZ142W),Laptop Asus,http://www.thegioididong.com/laptop/asus-zenbook-14-duo-oled-ux8406ma-ultra-9-pz142w,,0,1,Intel Core Ultra 9 Meteor Lake - 185H,Intel,32,,SSD,1 TB,Card tích hợp- Intel Arc Graphics,Intel,14,2.8K
thegioididong,Laptop MSI Prestige 16 AI+ B2VMG Ultra 9 288V/32GB/1TB/Balo/Win11 (016VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-prestige-16-ai-b2vmg-ultra-9-288v-016vn,43990000.0,0,1,Intel Core Ultra 9 Lunar Lake - 288V,Intel,32,,SSD,1 TB,Card tích hợp- Intel Arc 140V,Intel,16,Độ phân giải:4K/UHD
thegioididong,Laptop Dell XPS 13 9340 Ultra 5 125H/16GB/2TB/Touch/OfficeHS/Win11 (XPSU5934W1),Laptop Dell,http://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-5-xpsu5934w1,,0,1,Intel Core Ultra 5 Meteor Lake - 125H,Intel,16,LPDDR5,SSD,2 TB,Card tích hợp- Intel Arc Graphics,Intel,13.4,Độ phân giải:QHD
thegioididong,Laptop MSI Stealth A16 AI+ A3XVGG R9 AI HX 370/32GB/2TB/8GB RTX4070/120Hz/Balo/Chuột/Win11 (208VN),Laptop MSI,http://www.thegioididong.com/laptop/msi-stealth-a16-ai-a3xvgg-r9-ai-hx-370-208vn,69990000.0,0,1,AMD Ryzen AI 9 - HX 370,AMD,32,,SSD,2 TB,"Card rời- NVIDIA GeForce RTX 4070, 8 GB",Nvidia,16,Độ phân giải:4K/UHD
thegioididong,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb,49990000.0,0,1,Apple M4 Pro - Hãng không công bố,Apple,24,,SSD,512 GB,Card tích hợp- 16 nhân GPU,Apple,14.2,Retina
thegioididong,Laptop Apple MacBook Pro 14 inch Nano M4 Pro 24GB/512GB,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-pro-24-512,53790000.0,0,1,Apple M4 Pro - Hãng không công bố,Apple,24,,SSD,512 GB,Card tích hợp- 16 nhân GPU,Apple,14.2,Retina
thegioididong,Laptop MacBook Pro 14 inch M4 Pro 24GB/1TB,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-1tb,54990000.0,0,1,Apple M4 Pro - Hãng không công bố,Apple,24,,SSD,1 TB,Card tích hợp- 16 nhân GPU,Apple,14.2,Retina
thegioididong,Laptop MacBook Air 13 inch M3 24GB/512GB,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-air-13-m3-24gb-512gb?utm_flashsale=1,37990000.0,0,1,Apple M3 - Hãng không công bố,Apple,24,,SSD,512 GB,Card tích hợp- 8 nhân GPU,Apple,13.6,Retina
thegioididong,Laptop Acer Aspire 3 A315 59 314F i3 1215U/8GB/256GB/Win11 (NX.K6TSV.002),Laptop Acer,http://www.thegioididong.com/laptop/acer-aspire-3-a315-59-314f-i3-nxk6tsv002,13490000.0,0,1,Intel Core i3 Alder Lake-1215U,Intel,8,DDR4,SSD,256 GB,Card tích hợp-Intel UHD Graphics,Intel,15.6,Độ phân giải:Full HD
thegioididong,Laptop MacBook Pro 14 inch M4 Pro 48GB/512GB,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-48gb-512gb,59990000.0,0,1,Apple M4 Pro - Hãng không công bố,Apple,48,,SSD,512 GB,Card tích hợp- 16 nhân GPU,Apple,14.2,Retina
thegioididong,Laptop Apple MacBook Pro 16 inch M4 Pro 48GB/1TB,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-48gb-1tb,79990000.0,0,1,Apple M4 Pro - Hãng không công bố,Apple,48,,SSD,1 TB,Card tích hợp- 20 nhân GPU,Apple,16.2,Retina
thegioididong,Laptop HP Pavilion 15 eg2034TX i7 1255U/8GB/512GB/2GB MX550/Win11 (6K780PA),Laptop HP,http://www.thegioididong.com/laptop/hp-pavilion-15-eg2034tx-i7-6k780pa,19990000.0,0,1,Intel Core i7 Alder Lake- 1255U,Intel,8,DDR4,SSD,512 GB,Card rời- NVIDIA GeForce MX550 2 GB,Apple,15.6,Độ phân giải:Full HD
thegioididong,Laptop Apple MacBook Air 15 inch M3 16GB-256GB,Laptop MacBook,http://www.thegioididong.com/laptop/macbook-air-15-inch-m3-2024-16gb-256gb,,0,1,Apple M3 - Hãng không công bố,Apple,16,,SSD,256 GB,Card tích hợp- 10 nhân GPU,Apple,15.3,Retina
thegioididong,Laptop Asus Vivobook 14 A1405VA i3 1315U/8GB/512GB/Win11 (LY097W),Laptop Asus,http://www.thegioididong.com/laptop/asus-vivobook-14-a1405va-i3-ly097w,11490000.0,0,1,Intel Core i3 Raptor Lake - 1315U,Intel,8,DDR4,SSD,512 GB,Card tích hợp-Intel UHD Graphics,Intel,14,WUXGA
thegioididong,Laptop Dell Inspiron 14 5430 i5 1340P/16GB/512GB/4GB RTX2050/120Hz/OfficeHS/Win11 (N5430-i5P165W11SL2050),Laptop Dell,http://www.thegioididong.com/laptop/dell-inspiron-14-5430-i5-i5p165w11sl2050,27990000.0,0,1,Intel Core i5 Raptor Lake - 1340P,Intel,16,LPDDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 2050, 4 GB",Nvidia,14,Độ phân giải:QHD
thegioididong,Laptop Dell G15 5530 i7 13650HX/16GB/1TB/8GB RTX4060/165Hz/OfficeHS/Win11 (i7HX161W11GR4060),Laptop Dell,http://www.thegioididong.com/laptop/dell-g15-5530-i7-i7hx161w11gr4060,36990000.0,0,1,Intel Core i7 Raptor Lake - 13650HX,Intel,16,DDR5,SSD,1 TB,"Card rời- NVIDIA GeForce RTX 4060, 8 GB",Nvidia,15.6,Độ phân giải:Full HD
thegioididong,Laptop Samsung Galaxy Chromebook Go XE310XDA N4500/4GB/32GB/ChromeOS,Laptop Samsung,http://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe310xda-n4500,7990000.0,0,1,Intel Celeron- N4500,Intel,4,LPDDR4,,,Card tích hợp-Intel UHD Graphics,Intel,11.6,Độ phân giải:HD
thegioididong,Laptop HP Gaming VICTUS 16 s0140AX R7 7840HS/32GB/512GB/6GB RTX4050/144Hz/Win11 (9Q987PA),Laptop HP,http://www.thegioididong.com/laptop/hp-victus-16-s0140ax-r7-9q987pa,32490000.0,0,1,AMD Ryzen 7- 7840HS,AMD,32,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4050, 6 GB",Nvidia,16.1,Độ phân giải:Full HD
thegioididong,Laptop HP Gaming VICTUS 16 s0138AX R7 7840HS/32GB/512GB/8GB RTX4070/144Hz/Win11 (9Q985PA),Laptop HP,http://www.thegioididong.com/laptop/hp-victus-16-s0138ax-r7-9q985pa,37990000.0,0,1,AMD Ryzen 7- 7840HS,AMD,32,DDR5,SSD,512 GB,"Card rời- NVIDIA GeForce RTX 4070, 8 GB",Nvidia,16.1,Độ phân giải:Full HD
thegioididong,Laptop HP OMEN 16 xf0070AX R9 7940HS/32GB/1TB/8GB RTX4070/240Hz/Win11 (8W945PA),Laptop HP,http://www.thegioididong.com/laptop/hp-omen-16-xf0070ax-r9-8w945pa,55990000.0,0,1,AMD Ryzen 9 - 7940HS,AMD,32,DDR5,SSD,1 TB,"Card rời- NVIDIA GeForce RTX 4070, 8 GB",Nvidia,16.1,Độ phân giải:QHD
thegioididong,Laptop Apple MacBook Pro 16 inch M3 Pro 36GB/1TB,Laptop MacBook,http://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core-cpu-36gb-1tb,74990000.0,0,1,Apple M3 Pro - Hãng không công bố,Apple,36,,SSD,1 TB,Card tích hợp- 18 nhân GPU,Apple,16.2,Retina
thegioididong,Laptop Samsung Galaxy Chromebook Go XE340XDA N4500/4GB/32GB/ChromeOS,Laptop Samsung,http://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500,8990000.0,0,1,Celeron - N4500,,4,LPDDR4,,,Card tích hợp-Intel UHD Graphics,Intel,14,Độ phân giải:HD
thegioididong,Laptop HP Elitebook 630 G11 Ultra 5 125U/16GB/512GB/Win11 (A7LL8PT),Laptop HP,http://www.thegioididong.com/laptop/hp-elitebook-630-g11-ultra-5-a7ll8pt,24990000.0,0,1,Intel Core Ultra 5 Meteor Lake - 125U,Intel,16,DDR5,SSD,512 GB,Card tích hợp- Intel Graphics,Intel,13.3,WUXGA
