page,name,brand,link,image,price,old,new,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,card_brand,screen_size,screen_type
Thinkpro,Lenovo IdeaPad Slim 5 16IAH8 83BG001XVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-16iah8-83bg001xvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/6/laptop-lenovo-ideapad-slim-5-16iah8-83bg001xvn-undefined.jpg,16290000,0,1,Intel Core i5-12450H,Intel,16GB,LPDDR5,SSD,512 GB,Intel UHD Graphics,Intel,16,FHD
Thinkpro,Acer Predator Triton Neo 16 PTN16-51-78JQ,Acer,https://thinkpro.vn/laptop/acer-predator-triton-neo-16-ptn16-51-78jq,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-acer-predator-triton-neo-16-ptn16-51-78jq-undefined.jpg,51990000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5X,SSD,2,RTX 4060 8GB,RTX,16,2.5K
Thinkpro,Gaming Acer Nitro V 16 ProPanel ANV16-41-R6ZY,Acer,https://thinkpro.vn/laptop/gaming-acer-nitro-v-16-propanel-anv16-41-r6zy,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-gaming-acer-nitro-v-16-propanel-anv16-41-r6zy-undefined.jpg,25790000,0,1,AMD Ryzen 5 8645HS,AMD,16GB,DDR5,SSD,512 GB,RTX 3050 6GB,RTX,16,FHD
Thinkpro,Gaming Acer Nitro V 16 ProPanel ANV16-41-R6NA,Acer,https://thinkpro.vn/laptop/gaming-acer-nitro-v-16-propanel-anv16-41-r6na,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-gaming-acer-nitro-v-16-propanel-anv16-41-r6na-undefined-o5Z.jpg,32990000,0,1,AMD Ryzen 7 8845HS,AMD,16GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,16,FHD
Thinkpro,Gaming Acer Nitro V 16 ProPanel ANV16-41-R4KD,Acer,https://thinkpro.vn/laptop/gaming-acer-nitro-v-16-propanel-anv16-41-r4kd,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-gaming-acer-nitro-v-16-propanel-anv16-41-r4kd-undefined-bH1.jpg,36990000,0,1,AMD Ryzen 7 8845HS,AMD,16GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,16,FHD
Thinkpro,ACER Nitro V 16 ProPanel ANV16-41-R36Y,ACER,https://thinkpro.vn/laptop/acer-nitro-v-16-propanel-anv16-41-r36y,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-acer-nitro-v-16-propanel-anv16-41-r36y-undefined-OVp.jpg,29790000,0,1,AMD Ryzen 7 8845HS,AMD,16GB,DDR5,SSD,512 GB,RTX 4050 6GB,RTX,16,FHD
Thinkpro,Acer Predator Helios Neo 14 PHN14-51-99Y8 NH.QRPSV.001,Acer,https://thinkpro.vn/laptop/acer-predator-helios-neo-14-phn14-51-99y8-nhqrpsv001,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-acer-predator-helios-neo-14-phn14-51-99y8-nhqrpsv001-undefined.jpg,48990000,0,1,Intel Core Ultra 9 185H,Intel,32GB,LPDDR5X,SSD,1,RTX 4060 8GB,RTX,14.5,2.5K
Thinkpro,Acer Predator Helios Neo 14 PHN14-51-96HG NH.QRNSV.001,Acer,https://thinkpro.vn/laptop/acer-predator-helios-neo-14-phn14-51-96hg-nhqrnsv001,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-acer-predator-helios-neo-14-phn14-51-96hg-nhqrnsv001-undefined.jpg,58990000,0,1,Intel Core Ultra 9 185H,Intel,32GB,LPDDR5X,SSD,1,RTX 4070 8GB,RTX,14.5,2.5K
Thinkpro,Acer Swift X 14 SFX14-71G-78SY NX.KEVSV.006,Acer,https://thinkpro.vn/laptop/acer-swift-x-14-sfx14-71g-78sy-nxkevsv006,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/laptop-acer-swift-x-14-sfx14-71g-78sy-nxkevsv006-undefined.jpg,39990000,0,1,Intel Core i7-13700H,Intel,32GB,LPDDR5,SSD,(,RTX 4050 6GB,RTX,14.5,3K
Thinkpro,Acer Swift X 14 AI SFX14-72G-79UW,Acer,https://thinkpro.vn/laptop/acer-swift-x-14-ai-sfx14-72g-79uw,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/3/laptop-acer-swift-x-14-ai-sfx14-72g-79uw-undefined.jpg,52990000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5,SSD,1,RTX 4070 8GB,RTX,14.5,3K
Thinkpro,Acer Swift Go 14 SFG14-73-57FZ NX.KSGSV.001,Acer,https://thinkpro.vn/laptop/acer-swift-go-14-sfg14-73-57fz-nxksgsv001,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/2/laptop-acer-swift-go-14-sfg14-73-57fz-nxksgsv001-undefined-44X.jpg,23990000,0,1,Intel Core Ultra 5 125H,Intel,16GB,LPDDR5,SSD,512 GB,Intel Arc Graphics,Intel,14,3K
Thinkpro,Acer Swift Go SFG14-73-53X7 NX.KSLSV.001,Acer,https://thinkpro.vn/laptop/acer-swift-go-sfg14-73-53x7-nxkslsv001,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/2/laptop-acer-swift-go-sfg14-73-53x7-nxkslsv001-undefined.jpg,23490000,0,1,Intel Core Ultra 5 125H,Intel,16GB,LPDDR5X,SSD,512 GB,Intel Arc Graphics,Intel,14,3K
Thinkpro,Acer Swift Go 14 SFG14-41-R5JK NX.KG3SV.002,Acer,https://thinkpro.vn/laptop/acer-swift-go-14-sfg14-41-r5jk-nxkg3sv002,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/2/laptop-acer-swift-go-14-sfg14-41-r5jk-nxkg3sv002-undefined.jpg,17990000,0,1,AMD Ryzen 5 7530U,AMD,16GB,LPDDR4X,SSD,1,Radeon Graphics,Radeon,14,FHD
Thinkpro,ASUS TUF Gaming A15 FA507NV-LP061W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-a15-fa507nv-lp061w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/1/laptop-asus-tuf-gaming-a15-fa507nv-lp061w-undefined.jpg,28990000,0,1,AMD Ryzen 7-7735HS,AMD,16GB,DDR5,SSD,1,RTX 4060 8GB,RTX,15.6,FHD
Thinkpro,Asus Gaming ROG Zephyrus G16 GU603VV-N4022W,Asus,https://thinkpro.vn/laptop/asus-gaming-rog-zephyrus-g16-gu603vv-n4022w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/1/laptop-asus-gaming-rog-zephyrus-g16-gu603vv-n4022w-undefined.jpg,40590000,0,1,Intel Core i7-13620H,Intel,16GB,DDR4,SSD,512 GB,RTX 4060 8GB,RTX,16,2.5K
Thinkpro,Asus Gaming ROG Zephyrus G16 GU603VU-N4019W,Asus,https://thinkpro.vn/laptop/asus-gaming-rog-zephyrus-g16-gu603vu-n4019w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/1/laptop-asus-gaming-rog-zephyrus-g16-gu603vu-n4019w-undefined-4H8.jpg,36990000,0,1,Intel Core i7-13620H,Intel,16GB,DDR4,SSD,512 GB,RTX 4050 6GB,RTX,16,2.5K
Thinkpro,Asus ROG Strix G16 G614JI-N4125W,Asus,https://thinkpro.vn/laptop/asus-rog-strix-g16-g614ji-n4125w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/1/laptop-asus-rog-strix-g16-g614ji-n4125w-undefined.jpg,49790000,0,1,Intel Core i7-13650HX,Intel,16GB,DDR5,SSD,512 GB,RTX 4070 8GB,RTX,16,2.5K
Thinkpro,Lenovo Yoga Slim 7 14IMH9,Lenovo,https://thinkpro.vn/laptop/lenovo-yoga-slim-7-14imh9,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/30/lenovo-yoga-slim-7-14imh9-undefined.jpg,19990000,0,1,Intel Core Ultra 5 125H,Intel,16GB,LPDDR5X,SSD,1,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Asus ROG Strix G16 G614JU-N4132W,Asus,https://thinkpro.vn/laptop/asus-rog-strix-g16-g614ju-n4132w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/30/laptop-asus-rog-strix-g16-g614ju-n4132w-undefined.jpg,34990000,0,1,Intel Core i7 13650HX,Intel,16GB,DDR5,SSD,512 GB,RTX 4050 6GB,RTX,16,FHD
Thinkpro,Asus ROG Strix G16 G614JV-N4156W,Asus,https://thinkpro.vn/laptop/asus-rog-strix-g16-g614jv-n4156w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/30/laptop-asus-rog-strix-g16-g614jv-n4156w-undefined.jpg,38990000,0,1,Intel Core i7-13650HX,Intel,16GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,16,2.5K
Thinkpro,Asus ROG Strix G16 G614JVR-N4162W,Asus,https://thinkpro.vn/laptop/asus-rog-strix-g16-g614jvr-n4162w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-rog-strix-g16-g614jvr-n4162w-undefined.jpg,48990000,0,1,Intel Core i9 14900HX,Intel,32GB,DDR5,SSD,1,RTX 4060 8GB,RTX,16,2.5K
Thinkpro,Asus ROG Strix G16 G614JIR-N4046W,Asus,https://thinkpro.vn/laptop/asus-rog-strix-g16-g614jir-n4046w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-rog-strix-g16-g614jir-n4046w-undefined.jpg,58990000,0,1,Intel Core i9 14900HX,Intel,32GB,DDR5,SSD,1,RTX 4070 8GB,RTX,16,2.5K
Thinkpro,ASUS TUF Gaming A15 FA507NUR-LP101W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-a15-fa507nur-lp101w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-tuf-gaming-a15-fa507nur-lp101w-undefined-6Dr.jpg,25990000,0,1,AMD Ryzen 7 7435HS,AMD,16GB,DDR5,SSD,512 GB,RTX 4050 6GB,RTX,15.6,FHD
Thinkpro,ASUS TUF Gaming F15 FX507VV-LP304W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-f15-fx507vv-lp304w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-tuf-gaming-f15-fx507vv-lp304w-undefined-qTJ.jpg,33990000,0,1,Intel Core i7 13620H,Intel,16GB,DDR5,SSD,1,RTX 4060 8GB,RTX,15.6,FHD
Thinkpro,ASUS TUF Gaming F15 FX507VU-LP197W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-f15-fx507vu-lp197w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-tuf-gaming-f15-fx507vu-lp197w-undefined-VTX.jpg,32990000,0,1,Intel Core i7-13620H,Intel,32GB,DDR5,SSD,512 GB,RTX 4050 6GB,RTX,15.6,FHD
Thinkpro,ASUS TUF Gaming F15 FX507VV-LP181W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-f15-fx507vv-lp181w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-tuf-gaming-f15-fx507vv-lp181w-undefined-mn0.jpg,31990000,0,1,Intel Core i7-13620H,Intel,32GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,15.6,FHD
Thinkpro,ASUS TUF Gaming F15 FX507VI-LP088W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-f15-fx507vi-lp088w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-tuf-gaming-f15-fx507vi-lp088w-undefined-64S.jpg,38990000,0,1,Intel Core i7-13620H,Intel,16GB,DDR5,SSD,512 GB,RTX 4070 8GB,RTX,15.6,FHD
Thinkpro,ASUS TUF Gaming A14 FA401WV-RG062WS,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-a14-fa401wv-rg062ws,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/29/laptop-asus-tuf-gaming-a14-fa401wv-rg062ws-undefined-8HV.jpg,42490000,0,1,AMD Ryzen AI 9 HX 370,AMD,16GB,LPDDR5X,SSD,1,RTX 4060 8GB,RTX,14,2.5K
Thinkpro,ASUS TUF Gaming A15 FA507NVR-LP091W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-a15-fa507nvr-lp091w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/28/laptop-asus-tuf-gaming-a15-fa507nvr-lp091w-undefined.jpg,27990000,0,1,AMD Ryzen 7 7435HS,AMD,16GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,15.6,FHD
Thinkpro,ASUS TUF Gaming A15 FA506NFR-HN075W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-a15-fa506nfr-hn075w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/28/laptop-asus-tuf-gaming-a15-fa506nfr-hn075w-undefined.jpg,18990000,0,1,AMD Ryzen 7 7435HS,AMD,16GB,DDR5,SSD,512 GB,RTX 2050 4GB,RTX,15.6,FHD
Thinkpro,ASUS TUF Gaming A15 FA506NC-HN011W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-a15-fa506nc-hn011w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/28/laptop-asus-tuf-gaming-a15-fa506nc-hn011w-undefined.jpg,17290000,0,1,AMD Ryzen 5 7535HS,AMD,8GB,DDR5,SSD,512 GB,RTX 3050 4GB,RTX,15.6,FHD
Thinkpro,Asus ZenBook Duo OLED UX8406MA-PZ307W,Asus,https://thinkpro.vn/laptop/asus-zenbook-duo-oled-ux8406ma-pz307w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/28/laptop-asus-zenbook-duo-oled-ux8406ma-pz307w-undefined-ODC.jpg,44990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5X,SSD,512 GB,Intel Arc Graphics,Intel,14,3K
Thinkpro,Lenovo Yoga Slim 7 14IMH9 83CV001VVN,Lenovo,https://thinkpro.vn/laptop/lenovo-yoga-slim-7-14imh9-83cv001vvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/17/lenovo-yoga-slim-7-14imh9-83cv001vvn-undefined.jpg,29990000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5X,SSD,1,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Lenovo Yoga Slim 7 14IMH9 83CV001UVN,Lenovo,https://thinkpro.vn/laptop/lenovo-yoga-slim-7-14imh9-83cv001uvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/4/lenovo-yoga-slim-7-14imh9-83cv001uvn-undefined.png,28790000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5x,SSD,512 GB,Intel Arc Graphics,Intel,14.5,FHD
Thinkpro,Lenovo Yoga Book 9 13IMU9 83FF001SVN,Lenovo,https://thinkpro.vn/laptop/lenovo-yoga-book-9-13imu9,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/16/lenovo-yoga-book-9-13imu9-undefined.jpg,61490000,0,1,Intel Core Ultra 7 155U,Intel,32GB,LPDDR5x,SSD,1,Intel Graphics,Intel,13.3,FHD
Thinkpro,Lenovo Xiaoxin Pro 14 AHP9,Lenovo,https://thinkpro.vn/laptop/lenovo-xiaoxin-pro-14-ahp9,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/16/lenovo-xiaoxin-pro-14-ahp9-undefined-HhL.jpg,22790000,0,1,AMD Ryzen 7 8745H,AMD,24GB, ,SSD,1,AMD Radeon 780M,AMD,14,FHD
Thinkpro,HP Victus 15 2024,HP,https://thinkpro.vn/laptop/hp-victus-15-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/27/hp-victus-15-2024-thinkpro-xMT.jpg,14190000,0,1,AMD Ryzen 5 7535HS,AMD,8GB,DDR5,SSD,512 GB,RX 6550M 4GB,RX,15.6,FHD
Thinkpro,Lenovo LOQ 15IAX9I 2024,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-15iax9i-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/23/lenovo-loq-15iax9i-2024-undefined.jpg,18490000,0,1,Intel Core i5 12450HX,Intel,12GB,DDR5,SSD,512 GB,Geforce RTX 3050 4GB,Geforce,15.6,FHD
Thinkpro,Lenovo IdeaPad Slim 5 16IRU9,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-16iru9,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/8/20/lenovo-ideapad-slim-5-16iru9-undefined-Zos.jpg,14990000,0,1,Intel Core 7 150U,Intel,16GB,LPDDR5x,SSD,1,Intel Graphics,Intel,16,FHD
Thinkpro,Lenovo LOQ 15ARP9 2024,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-2024-15arp9,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/23/lenovo-loq-15arp9-2024-undefined.jpg,21990000,0,1,AMD Ryzen 7 7435HS,AMD,16GB,DDR5,SSD,512 GB,NVIDIA GeForce RTX 4050 8GB,NVIDIA,15.6,FHD
Thinkpro,HP Envy X360 2 in 1 14-es1023dx,HP,https://thinkpro.vn/laptop/hp-envy-x360-2-in-1-14-es1023dx,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/8/28/hp-envy-x360-2-in-1-14-es1023dx-undefined.jpg,19990000,0,1,Intel Core Ultra 7 155U,Intel,16GB,LPDDR5,SSD,512 GB,Intel Graphics,Intel,14,FHD
Thinkpro,Lenovo IdeaPad Slim 5 16 2024,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-16-83dd0030us,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/8/9/lenovo-ideapad-slim-5-16-83dd0030us-undefined-lt4.jpg,17390000,0,1,AMD Ryzen 7 8845HS,AMD,16GB,LPDDR5x,SSD,512 GB,Radeon 780M Graphics,Radeon,16,FHD
Thinkpro,Lenovo Flex 7 14IAU7,Lenovo,https://thinkpro.vn/laptop/lenovo-flex-7-14iau7,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/8/9/lenovo-flex-7-14iau7-undefined.jpg,14690000,0,1,Intel Core i7 1355U,Intel,16GB,LPDDR4x,SSD,1,Intel Iris Xe Graphics,Intel,14,FHD
Thinkpro,Legion 5 2024,Legion,https://thinkpro.vn/laptop/legion-5-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/23/legion-5-2024-undefined.jpg,26790000,0,1,AMD Ryzen 7 8745H,AMD,16GB,DDR5,SSD,512 GB,RTX 4050 6GB,RTX,15.6,FHD
Thinkpro,Lenovo Legion 5 2023,Lenovo,https://thinkpro.vn/laptop/lenovo-legion-r7000p,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/25/lenovo-legion-r7000p-undefined.jpg,29990000,0,1,Intel Core i7 13650HX,Intel,24GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,15.6,FHD
Thinkpro,HP Envy X360 14-fa0023dx,HP,https://thinkpro.vn/laptop/hp-envy-x360-2-in-1-14-fa0023dx,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/8/22/hp-envy-x360-2-in-1-14-fa0023dx-undefined.jpg,17990000,0,1,AMD Ryzen 7 8840HS,AMD,16GB,LPDDR5,SSD,1,AMD Radeon 780M,AMD,14,FHD
Thinkpro,Lenovo ThinkPad E14 GEN 5 21JK00H3VA,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-e14-gen-5-21jk00h3va,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/31/lenovo-thinkpad-e14-gen-5-21jk00h3va-undefined-dtv.jpg,17690000,0,1,Intel Core i5 13420H,Intel,8GB,DDR4,SSD,512,Intel Iris Xe Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkBook 16 G6+,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-16-g6,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/26/lenovo-thinkbook-16-g6-undefined.jpg,23490000,0,1,Intel Core Ultra 7 155H,Intel,16GB,DDR5,SSD,512 GB,Intel Arc Graphics,Intel,16,FHD
Thinkpro,Lenovo Ideapad 5 Pro 16IRH8,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-5-pro-16irh8,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/16/lenovo-ideapad-5-pro-16irh8-undefined-w9A.jpg,21990000,0,1,Intel Core i5-13500H,Intel,16GB,LPDDR5,SSD,1,RTX 3050 6GB,RTX,16,FHD
Thinkpro,Lenovo ThinkBook 14 G7 IML,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-14-g7-iml,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/28/lenovo-thinkbook-14-g7-iml-undefined-u3F.jpg,19990000,0,1,Intel Core Ultra 5 125H,Intel,16GB,DDR5,SSD,512,Intel Arc Graphics,Intel,14,FHD
Thinkpro,HP Pavilion Plus 14,HP,https://thinkpro.vn/laptop/hp-pavilion-plus-14-ew1006na,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/10/hp-pavilion-plus-14-ew1006na-undefined.jpg,20390000,0,1,Intel Core Ultra 5 125H,Intel,16GB,LPDDR5x,SSD,512 GB,Intel Arc Graphics,Intel,14,2.5K
Thinkpro,Lenovo ThinkBook 14 G6+,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-14-g6,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/2/21/lenovo-thinkbook-14-g6-thinkpro.jpg,22990000,0,1,AMD Ryzen 7 8845H,AMD,32GB,LPDDR5x,SSD,1,AMD Radeon 780M,AMD,14.5,3K
Thinkpro,Dell Inspiron 14 Plus 7441,Dell,https://thinkpro.vn/laptop/dell-inspiron-14-7441,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/4/dell-inspiron-14-7441-undefined.jpg,31990000,0,1,Snapdragon X Elite,Snapdragon,16GB,LPDDR5X,SSD,1,Qualcomm Adreno GPU,Qualcomm,14,3.5K
Thinkpro,Microsoft Surface Pro 11,Microsoft,https://thinkpro.vn/laptop/microsoft-surface-pro-11,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/3/microsoft-surface-pro-11-undefined.jpg,22990000,0,1,Qualcomm Snapdragon X Plus,Qualcomm,16GB,LPDDR5x,SSD,512 GB,Qualcomm Adreno,Qualcomm,13,3K
Thinkpro,HP Envy X360 14-es1013dx,HP,https://thinkpro.vn/laptop/hp-envy-x360-14-es1013dx-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/18/hp-envy-x360-14-es1013dx-2024-undefined.jpg,14390000,0,1,Intel Core 5 120U,Intel,8GB,DDR4,SSD,512 GB,Intel Iris Xe Graphics,Intel,14,FHD
