page,name,brand,link,image,price,old,new,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,card_brand,screen_size,screen_type
laptop88,MSI Pulse 17 AI C1VGKG-017VN ,MSI,https://laptop88.vn/new-100-laptop-msi-pulse-17-ai-c1vgkg-017vn-ultra-7-155h-32gb-ssd-1tb-rtx-4070-17-inch-qhd-100-srgb-240hz.html,https://laptop88.vn/media/product/250_9111_24893_laptop_msi_pulse_17_ai_c1vgkg_1.jpg,48990000,0,1,CPU Intel Core Ultra 7 155H,Intel,32GB,DDR5,SSD,1TB,NVIDIA GeForce RTX 4070 8GB GDDR6,NVIDIA,17,
laptop88,MSI Stealth 14 AI Studio A1VFG-085VN ,MSI,https://laptop88.vn/new-100-laptop-msi-stealth-14-ai-studio-a1vfg-085vn-intel-core-ultra-7-155h-32gb-ssd-1tb-rtx-4060-14-inch-2.8k.html,https://laptop88.vn/media/product/250_9110_80529_laptop_msi_gaming_stealth_14_ai_studio__a1vfg_xxx___6_.jpg,48990000,0,1,CPU Intel Core Ultra 7 155H,Intel,32GB,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,NVIDIA,14,2.8K
laptop88,MSI Cyborg 14 A13VE-090VN ,MSI,https://laptop88.vn/new-100-laptop-msi-cyborg-14-a13ve-090vn-intel-core-i7-13620h-rtx-4050-14-inch-144hz-100-srgb.html,https://laptop88.vn/media/product/250_9109_msi_cyborg_14_a13ve_090vn.jpg,23990000,0,1,CPU Intel Core i7 13620H,Intel,16GB,DDR5,SSD,512GB,Card Nvidia Geforce RTX 4050 6GB GDDR6,Card,14,FHD
laptop88,MSI Sword 16 HX B14VFKG 460VN ,MSI,https://laptop88.vn/new-100-laptop-msi-sword-16-hx-b14vfkg-460vn-intel-core-i7-14650hx-16gb-ssd-1tb-rtx-4060-16-inch-qhd-240hz.html,https://laptop88.vn/media/product/250_9108_image_2024_08_01_14_45_54.png,36990000,0,1,CPU Intel Core i7-14650HX,Intel,16GB,DDR5,SSD,1TB,Nvidia Geforce RTX 4060 8GB GDDR6 + MUX switch,Nvidia,16,2.5K
laptop88,Dell Inspiron 14 7440 2 in 1 33X7G ,Dell,https://laptop88.vn/new-100-laptop-dell-inspiron-14-7440-2-in-1-33x7g-intel-core-7-150u-16gb-14-inch-full-hd-touch.html,https://laptop88.vn/media/product/pro_poster_9106.jpg,20290000,0,1,CPU Intel Core 7 150U,Intel,16GB,DDR5,SSD,1TB,Intel Graphics,Intel,14,FHD
laptop88,HP 14-ep0354TU 85V25PA  ,HP,https://laptop88.vn/new-100-laptop-hp14-ep0354tu-intel-core-i5-1340p-14-inch-qhd.html,https://laptop88.vn/media/product/pro_poster_9101.jpg,13990000,0,1,CPU Intel Core i5-1340P,Intel,16GB,DDR4,SSD,1TB,Intel Iris Xe Graphics,Intel,14,2.5K
laptop88,ASUS Gaming A16 Advantage Edition FA617NSR-RL100W ,ASUS,https://laptop88.vn/moi-100-full-box-laptop-asus-gaming-a16-advantage-edition-fa617nsr-rl100w-amd-ryzen-7-7435hs-rx7600s-8gb-16-inch-wuxga-144hz.html,https://laptop88.vn/media/product/250_9100_2023_tuf_gaming_a16_advantage_edition_fa617_product_photos_off_black_lighting_02_1.jpg,25890000,0,1,CPU AMD Ryzen 7-7435HS,AMD,16GB,DDR5,SSD,512GB,AMD Radeon RX7600S 8GB GDDR6,AMD,16.,
laptop88,ASUS TUF Gaming A14 FA401WV-RG062WS ,ASUS,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-a14-fa401wv-rg062ws-amd-ryzen-r9-ai9hx-rtx-4060-8gb-14-inch-full-hd-165hz.html,https://laptop88.vn/media/product/pro_poster_9097.jpg,41690000,0,1,CPU AMD Ryzen AI 9 HX 370,AMD,16GB,LPDDR5X,1TB,PCIe,RTX 4060 GPU 8GB GDDR6,RTX,14,2.5K
laptop88,ASUS Vivobook 15 OLED A1505VA-MA468W ,ASUS,https://laptop88.vn/new-100-laptop-asus-vivobook-15-oled-a1505va-ma468w-intel-core-i5-13500h-16gb-15.6-inch-oled-2.8k.html,https://laptop88.vn/media/product/pro_poster_9094.jpg,17790000,0,1,CPU Intel Core i5-13500H,Intel,16GB,DDR4,SSD,512GB,Intel Iris Xᵉ Graphics,Intel,,2.8K
laptop88,Acer Shadow SH16-41-7G41 ZLN01CQ00D ,Acer,https://laptop88.vn/new-100-laptop-acer-shadow-sh16-41-7g41-zln01cq00d-amd-r7-7840h-16gb.html,https://laptop88.vn/media/product/pro_poster_9093.jpg,24990000,0,1,CPU AMD R7-7840H,AMD,16GB,DDR5,SSD,512GB,Nvidia Geforce RTX 4060,Nvidia,16,FHD
laptop88,Lenovo Legion S7 Y9000X 16IAH7 82TF000ECD ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-s7-y9000x-16iah7-82tf000ecd-intel-core-i5-12500h-16gb.html,https://laptop88.vn/media/product/pro_poster_9092.jpg,23990000,0,1,CPU Intel Core i5 - 12500H,Intel,16GB,DDR5,SSD,512GB,NVIDIA GeForce RTX 3050Ti,NVIDIA,16,2K
laptop88,Asus Vivobook 14 OLED A1405ZA-KM264W ,Asus,https://laptop88.vn/new-100-laptop-asus-vivobook-14-oled-a1405za-km264w-intel-core-i5-12500h-16gb-14-inch-2.8k-oled-100-srgb.html,https://laptop88.vn/media/product/pro_poster_9087.jpg,15690000,0,1,CPU Intel Core i5-12500H,Intel,16GB,DDR4,SSD,512GB,Intel Iris Xe Graphics,Intel,14,2.8K
laptop88,Asus Vivobook 16X K3605ZU-RP296W ,Asus,https://laptop88.vn/new-100-laptop-asus-vivobook-16x-k3605zu-rp296w-intel-core-i5-12500h-rtx-4050-16gb-16-inch-wuxga-144hz.html,https://laptop88.vn/media/product/pro_poster_9086.jpg,23290000,0,1,CPU CPU Intel Core i5-12500H,CPU,16GB,DDR4,SSD,512GB,NVIDIA Geforce RTX 4050 6GB,NVIDIA,16,
laptop88,Asus Vivobook 16X K3605ZC-RP564W ,Asus,https://laptop88.vn/new-100-laptop-asus-vivobook-16x-k3605zc-rp564w-intel-core-i5-12500h-rtx-3050-16gb-16-inch-wuxga-144hz.html,https://laptop88.vn/media/product/pro_poster_9085.jpg,18790000,0,1,CPU Intel Core i5-12500H,Intel,16GB,DDR4,SSD,512GB,NVIDIA Geforce RTX 3050 4GB GDDR6,NVIDIA,16,
laptop88,Lenovo ThinkBook 16 G6+ IMH 21LE0010CD ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-thinkbook-16-g6-imh-21le0010cd-intel-core-ultra-5-125h-16gb-16-inch-wqxga.html,https://laptop88.vn/media/product/pro_poster_9073.jpg,21290000,0,1,CPU Intel Core Ultra 5 125H,Intel,16GB,5600,SSD,512GB,Intel Arc Graphics,Intel,16,2.5K
laptop88,Lenovo ThinkBook 16 G6+ AHP 21LG0002CD ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-thinkbook-16-g6-ahp-21lg0002cd-amd-ryzen-7-8845h-32gb-16-inch-wqxga.html,https://laptop88.vn/media/product/pro_poster_9072.jpg,23190000,0,1,CPU AMD Ryzen 7 8845H,AMD,32GB,7500,SSD,1TB,AMD Radeon 780M,AMD,16,2.5K
laptop88,Lenovo ThinkBook 14 G6+ IMH 21LD0000CD ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-thinkbook-14-g6-imh-21ld0000cd-intel-core-ultra-5-125h-32gb-14.5-inch-3k.html,https://laptop88.vn/media/product/pro_poster_9071.jpg,23190000,0,1,CPU Intel Core Ultra 5 125H,Intel,32GB,6400,SSD,1TB,Intel Arc Graphics,Intel,14.5,3K
laptop88,Lenovo Legion 5 R7000P  ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-5-r7000p-amd-ryzen-7-6800h-rtx-3050-15.6-inch-2.5k-165hz.html,https://laptop88.vn/media/product/250_9070_,23990000,0,1,CPU AMD Ryzen 7-6800H,AMD,16GB,DDR5-4800,SSD,512GB,Nvidia RTX 3050,Nvidia,15.6,2.5K
laptop88,Lenovo Legion 5 R7000P  ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-5-r7000p-amd-ryzen-5-6600h-rtx-3050-15.6-inch-2.5k-165hz.html,https://laptop88.vn/media/product/250_9069_8701_photo_2024_01_02_11_09_24.jpg,21990000,0,1,CPU AMD Ryzen 5-6600H,AMD,16GB,DDR5-4800,SSD,512GB,Nvidia RTX 3050,Nvidia,15.6,2.5K
laptop88,Lenovo Thinkbook 16P G5 2024 ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-thinkbook-16p-g5-2024-intel-core-i7-14650hx-16g-ssd-1tb-rtx-4060-16inch-3.2k-165hz.html,https://laptop88.vn/media/product/250_9068_thinkbook_16p_g5_2024__4_.png,37990000,0,1,CPU Intel Core i7-14650HX,Intel,16GB,DDR5,SSD,1TB,NVIDIA Geforce RTX 4060,NVIDIA,16,3.2K
laptop88,ASUS TUF Gaming F15 FX507VU-LP315W ,ASUS,https://laptop88.vn/new-100-laptop-asus-tuf-gaming-f15-fx507vu-lp315w-intel-core-i7-13620h-rtx-4050-144hz-100-srgb.html,https://laptop88.vn/media/product/250_9058_asus_tuf_gaming_f15_fx507vu_lp315w_1.jpg,26990000,0,1,CPU Intel Core i7-13620H,Intel,16GB,,SSD,512GB,NVIDIA GeForce RTX 4050 6GB GDDR6,NVIDIA,15.6,FHD
laptop88,ASUS ROG Flow Z13 GZ301VV-MU007W ,ASUS,https://laptop88.vn/new-100-laptop-asus-rog-flow-z13-gz301vv-mu007w-intel-core-i9-13900h-rtx-4060-13.4-inch-qhd-100-srgb.html,https://laptop88.vn/media/product/250_9057_asus_rog_flow_z13_1.jpg,52990000,0,1,CPU Intel Core  i9-13900H,Intel,16GB,,SSD,1TB,Card NVIDIA GeForce RTX 4050 6GB GDDR6,Card,13.4,2.5K
laptop88,ASUS Gaming Vivobook 16X K3605ZF-RP634W [Pro] ,ASUS,https://laptop88.vn/new-100-laptop-asus-vivobook-16x-k3605zf-rp634w-intel-core-i5-12500h-rtx-2050-16gb-16-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_9055.jpg,16990000,0,1,CPU Intel Core i5-12500H,Intel,16GB,3200,SSD,512GB,NVIDIA GeForce RTX 2050 4GB GDDR6,NVIDIA,16,
laptop88,ASUS ROG Flow X16 GV601VV-NF044W ,ASUS,https://laptop88.vn/new-100-laptop-asus-rog-flow-x16-gv601vv-nf044w-intel-core-i9-13900h-16gb-1-tb-rtx-4060-16-inch-qhd-240hz-100-dci-p3.html,https://laptop88.vn/media/product/250_9054_rog_flow_x16_3.jpg,50690000,0,1,CPU Intel Core i9-13900H,Intel,16GB,,SSD,1TB,NVIDIA GeForce RTX 4060 Laptop GPU 8GB GDDR6,NVIDIA,16,2.5K
laptop88,Macbook Air M4 2024,Macbook,https://laptop88.vn/macbook-air-m4-2024.html,https://laptop88.vn/media/product/250_9053_,,0,1,CPU M4,M,,,,,,,,
laptop88,iPad Pro M4 13 Inch Wifi,iPad,https://laptop88.vn/new-100-ipad-pro-m4-13-inch-wifi.html,https://laptop88.vn/media/product/250_9052_,,0,1,CPU Apple M4 9 lõi Apple M4 10 lõi,Apple,,,,,Apple GPU 10 nhân,Apple,13,
laptop88,Macbook Pro M4 2024 ,Macbook,https://laptop88.vn/macbook-pro-m4-2024.html,https://laptop88.vn/media/product/250_9051_macbook_pro_m4_2024_14_inch.jpg,,0,1,CPU Apple M4 10 Core,Apple,16GB,,SSD,512GB,GPU 10 Core,GPU,14.2,
laptop88,iPad Pro M4 11 Inch Wifi,iPad,https://laptop88.vn/new-100-ipad-pro-m4-11-inch-wifi.html,https://laptop88.vn/media/product/250_9050_ipad_pro_m4.jpg,,0,1,CPU Apple M4 9 lõi Apple M4 10 lõi,Apple,8GB,,,,Apple GPU 10 nhân,Apple,,
laptop88,HP 15s-fq5231TU 9Q972PA ,HP,https://laptop88.vn/new-100-laptop-hp-15s-fq5231tu-9q972pa-intel-core-i3-1215u.html,https://laptop88.vn/media/product/250_9048_hp_15s_5.jpg,9990000,0,1,CPU Intel Core i3 1215U,Intel,8GB,DDR4,SSD,256GB,Card Intel UHD Graphics,Card,15.6,FHD
laptop88,HP 15s-fq5228TU 8U240PA ,HP,https://laptop88.vn/new-100-laptop-hp-15s-fq5228tu-8u240pa-intel-core-i3-1215u.html,https://laptop88.vn/media/product/250_9047_hp_15.jpg,10690000,0,1,CPU Intel Core i3 1215U,Intel,8GB,DDR4,SSD,512GB,Card Intel UHD Graphics,Card,15.6,FHD
laptop88,Lenovo V14 Gen 4 83A000BGVN / 83A000BHVN  ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-v14-gen-4-83a000bgvn-intel-core-i5-13420h-16gb-14-inch-full-hd-ips.html,https://laptop88.vn/media/product/pro_poster_9046.jpg,12990000,0,1,CPU Intel Core i5-13420H,Intel,16GB,3200,SSD,512GB,Integrated Intel UHD Graphics,Integrated,14,FHD
laptop88,Lenovo Yoga 7 2 in 1 14AHP9-83DK000AUS ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-yoga-7-2-in-1-14ahp9-83dk000dus-r5-8640hs-14-inch-full-hd.html,https://laptop88.vn/media/product/9045_lenovo_yoga_7_2_in_1_14ahp9_3.jpg,20990000,0,1,CPU AMD Ryzen 7 - 8840HS,AMD,16GB,LPDDR5-6400,SSD,1TB,AMD Radeon 760M Graphics,AMD,14,
laptop88,HP 15-fd0237TU ,HP,https://laptop88.vn/new-100-laptop-hp-15-fd0237tu-intel-core-i5-1334u-15.6-inch-full-hd.html,https://laptop88.vn/media/product/250_9044_,15990000,0,1,CPU Intel Core i5-1334U,Intel,8GB,3200,SSD,512GB,Intel UHD | Iris Xe Graphics,Intel,15.6,FHD
laptop88,HP Victus 15 FA0033DX 9T9R8UA ,HP,https://laptop88.vn/new-100-laptop-hp-victus-15-fa0033dx-9t9r8ua-intel-core-i5-12450h-rtx-3050.html,https://laptop88.vn/media/product/pro_poster_9043.jpg,16290000,0,1,CPU Intel Core i5 12450H,Intel,8GB,DDR4,SSD,512GB,NVIDIA GeForce RTX 3050,NVIDIA,15.6,FHD
laptop88,Lenovo IdeaPad Slim 5 14IMH9 83DA0020VN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-14imh9-83da0020vn-intel-core-ultra-7-155h-32gb-14-inch-wuxga-oled-100-dci-p3.html,https://laptop88.vn/media/product/250_9041_lenovo_ideapad_slim_5_14imh9_83da0020vn.jpg,26990000,0,1,CPU Intel Core Ultra 7 155H,Intel,32GB,7467,SSD,1TB,Integrated Intel Arc Graphics,Integrated,14,
laptop88,Lenovo IdeaPad Slim 5 14IMH9 83DA006TVN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-14imh9-83da006tvn-intel-core-ultra-5-125h-16gb-14-inch-wuxga-oled-100-dci-p3.html,https://laptop88.vn/media/product/250_9040_,21990000,0,1,CPU Intel Core Ultra 5 125H,Intel,16GB,LPDDR5x-7467,SSD,1TB,Integrated Intel Arc Graphics,Integrated,14,
laptop88,Asus Vivobook S 16 OLED S5606MA-MX051W ,Asus,https://laptop88.vn/new-100-laptop-asus-vivobook-s-16-oled-s5606ma-mx051w-intel-core-ultra-7-155h-16gb-16-inch-oled-3.2k-3200-x-2000-120hz-100-dci-p3.html,https://laptop88.vn/media/product/pro_poster_9034.jpg,26390000,0,1,CPU Intel Core Ultra 7 155H,Intel,16GB,LPDDR5X,SSD,512GB,Intel Arc Graphics,Intel,16,3.2K
laptop88,Asus Zenbook S 13 OLED UX5304MA-NQ117W ,Asus,https://laptop88.vn/new-100-laptop-asus-zenbook-s-13-oled-ux5304ma-nq117w-ultra-7-155u-32gb-ssd-1tb-13.3-inch-3k-oled-100-dci-p3.html,https://laptop88.vn/media/product/250_9033_zenbook_s_13_oled_ux5304_basalt_gray_03_2.png,41990000,0,1,CPU Intel Core Ultra 7 155U,Intel,32GB,LPDDR5X,SSD,1TB,Intel Graphic,Intel,13.3,3K
laptop88,Asus ExpertBook B1 B1402CVA-NK0062W ,Asus,https://laptop88.vn/new-100-laptop-asus-expertbook-b1-b1402cva-nk0062w-intel-core-i5-1335u-14-inch-full-hd.html,https://laptop88.vn/media/product/250_9032_expertbook_b1_b1402_product_photo_1a_star_black_07_fingerprint_sensor.png,13690000,0,1,CPU Intel Core i5-1335U,Intel,8GB,DDR4,SSD,512GB,Intel UHD Graphics,Intel,14,FHD
laptop88,Acer Gaming Predator Helios Neo 16 PHN16-72-91RF ,Acer,https://laptop88.vn/new-100-laptop-acer-gaming-predator-helios-neo-16-phn16-72-91rf-intel-core-i9-14900hx-16gb-ram-ssd-1tb.html,https://laptop88.vn/media/product/pro_poster_9031.jpg,33990000,0,1,CPU Intel Core i9-14900HX,Intel,16GB,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,NVIDIA,16,2.5K
laptop88,Asus Vivobook 15 OLED A1505VA-MA469W ,Asus,https://laptop88.vn/new-100-laptop-asus-vivobook-15-oled-a1505va-ma469w-intel-core-i9-13900h-16gb-15.6-inch-2.8k-oled-100-dci-p3.html,https://laptop88.vn/media/product/pro_poster_9030.jpg,21990000,0,1,CPU Intel Core i9-13900H,Intel,16GB,DDR4,SSD,512GB,Intel Iris Xᵉ Graphics,Intel,15.6,2.8K
laptop88,ASUS Vivobook 15 OLED A1505VA-MA492W ,ASUS,https://laptop88.vn/new-100-laptop-asus-vivobook-15-oled-a1505va-ma492w-intel-core-i7-13700h-16gb-ddr4-15.6-inch-2.8k-oled-100-dci-p3-120hz.html,https://laptop88.vn/media/product/250_9029_laptop_asus_vivobook_15_oled_a1505va_ma492w.jpg,19690000,0,1,CPU Intel Core i7-13700H,Intel,16GB,DDR4,SSD,512GB,Intel Iris Xᵉ Graphics,Intel,15.6,2.8K
laptop88,Asus Vivobook 15 OLED M3504YA-L1268W ,Asus,https://laptop88.vn/new-100-laptop-asus-vivobook-oled-m3504ya-l1268w.html,https://laptop88.vn/media/product/pro_poster_9027.jpg,14690000,0,1,CPU AMD Ryzen 5-7530U,AMD,16GB,DDR4,SSD,512GB,AMD Radeon Graphics,AMD,15.6,FHD
laptop88,Lenovo Yoga Pro 7 14IMH9V 83E2005DVN Ultra 7-155H ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-yoga-pro-7-14imh9v-83e2005dvn-ultra-7-155h-32gb-1tb-ssd-rtx4050-14.5-quot-2.8k-100-dci-p3-oled.html,https://laptop88.vn/media/product/250_9021_yoga.jpg,44990000,0,1,CPU Intel Core Ultra 7 155H,Intel,32GB,LPDDR5x-7467,SSD,1TB,Card NVIDIA GeForce RTX 4050 6GB GDDR6,Card,14.5,2.8K
laptop88,Lenovo LOQ 15ARP9 83JC003YVN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-loq-15arp9-83jc003yvn-amd-ryzen-7-7435hs-rtx-4060-24gb-15.6-inch-full-hd-100-srgb-144hz.html,https://laptop88.vn/media/product/250_9020_loq.jpg,29590000,0,1,CPU AMD Ryzen 7 7435HS,AMD,24GB,,SSD,512GB,Card NVIDIA GeForce RTX 4060 8GB GDDR6,Card,15.6,FHD
laptop88,LENOVO YOGA 7 2 IN 1 14IML9 83DJ001FVN ,LENOVO,https://laptop88.vn/new-100-laptop-lenovo-yoga-7-2-in-1-14iml9-83dj001fvn-core-ultra-7-155h-16gb-ram-512gb-ssd-14-inch-oled-100-srgb.html,https://laptop88.vn/media/product/pro_poster_9019.jpg,27990000,0,1,CPU Intel Core Ultra 7 155H,Intel,16GB,,512,B,Intel Arc Graphics,Intel,14,
laptop88,Gaming LENOVO LOQ 15APH9 83DX0085VN ,Gaming,https://laptop88.vn/new-100-laptop-gaming-lenovo-loq-15aph9-83dx0085vn-amd-r7-8845hs-16gb-ram.html,https://laptop88.vn/media/product/250_9017_17804_lenovo_loq_15arp9__5.jpg,32990000,0,1,CPU AMD Ryzen 7 8845HS,AMD,16GB,DDR5,512,B,NVIDIA GeForce RTX 4060 8GB GDDR6,NVIDIA,15.6,FHD
laptop88,Lenovo Legion 9 16IRX9 83G0001AVN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-9-16irx9-83g0001avn-intel-core-i9-14900hx-64gb-ddr5-2tb-ssd-rtx-4090-16gb-16-inch-3.2k-100-dci-p3-165hz.html,https://laptop88.vn/media/product/250_9016_15913_lenovo_legion_9_16irx8_7__2_.jpg,139990000,0,1,CPU Intel Core i9-14900HX,Intel,64GB,DDR5-5600,2TB,SSD,NVIDIA GeForce RTX 4090 16GB GDDR6,NVIDIA,16,3.2K
laptop88,Lenovo IdeaPad Slim 3 15IRH8 83EM003EVN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-3-15irh8-83em003vn-intel-core-i7-13620h-16gb.html,https://laptop88.vn/media/product/pro_poster_9015.jpg,16790000,0,1,CPU Intel Core i7-13620H,Intel,16GB,Soldered,SSD,512GB,Card Intel UHD Graphics,Card,15.6,FHD
laptop88,LENOVO LEGION PRO 7 16IRX9H 83DE001NVN ,LENOVO,https://laptop88.vn/new-100-laptop-lenovo-legion-pro-7-16irx9h-83de001nvn-intel-core-i9-.html,https://laptop88.vn/media/product/250_9014_82997_laptop_lenovo_legion_pro_7_16irx9h_83de001nvn_i9_14900hx_32gb_ram_1tb_ssd_16_wqxga_240hz_rtx_4080_6g_win11_den__1_.jpg,86990000,0,1,CPU Intel Core i9-14900HX,Intel,32GB,DDR5,SSD,1TB,NVIDIA GeForce RTX 4080 12GB GDDR6,NVIDIA,16,2K
laptop88,Lenovo Legion Slim 5 16AHP9 83DH003AVN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-slim-5-83dh003avn-amd-r7-8845hs-16gb-ddr5-rtx-4060-16-inch-2k-165hz-100-srgb.html,https://laptop88.vn/media/product/250_9013_82670_laptop_lenovo_legion_slim_5__83dh003avn___1_.jpg,37590000,0,1,CPU AMD Ryzen 7 8845HS,AMD,16GB,DDR5,SSD,512GB,NVIDIA GeForce RTX 4060 8GB GDDR6,NVIDIA,16,2.5K
laptop88,Lenovo Legion Slim 5 16APH8 82Y9000QUS  ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-slim-5-16aph8-82y9000qus-amd-ryzen-5-7640hs-16gb-rtx-4060.html,https://laptop88.vn/media/product/pro_poster_9012.jpg,,0,1,CPU AMD Ryzen 5 7640HS,AMD,16GB,,SSD,512GB,Card NVIDIA GeForce RTX 4060 8GB GDDR6,Card,16,
laptop88,Lenovo Legion 5 16IRX9 83DG0051VN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-5-16irx9-83dg0051vn-intel-core.html,https://laptop88.vn/media/product/250_9009_8790_79032_laptop_lenovo_legion_pro_5_16irx9__83df0046vn___12___1_.jpg,40990000,0,1,CPU Intel Core i7-14650HX,Intel,16GB,5600,1TB,SSD,NVIDIA GeForce RTX 4060 8GB GDDR6,NVIDIA,16,2.5K
laptop88,Lenovo LOQ 15IAX9I ,Lenovo,https://laptop88.vn/new-outlet-laptop-lenovo-loq-15iax9i-83fq002lus-intel-core-i5-1450hx-arc-a350m.html,https://laptop88.vn/media/product/pro_poster_9008.jpg,14490000,1,0,CPU Intel Core i5 12450HX,Intel,12GB,DDR5,SSD,512GB,Card Intel Graphics,Card,15.6,FHD
laptop88,Lenovo IdeaPad Slim 5 16ABR8 82XG003VUS ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-16abr8-82xg003vus-amd-r7-7730u-ram-16gb-ssd-1tb-16-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_9006.jpg,12990000,0,1,CPU AMD Ryzen 7 7730U,AMD,16GB,DDR4,SSD,1TB,AMD Radeon Graphics,AMD,16,FHD
laptop88,Lenovo Yoga Slim 7 14IMH9 83E2006MVN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-yoga-slim-7-14imh9-83e2006mvn-intel-core-ultra-7-155h-rtx-4050-32gb-14.5-inch-2.8k-oled-100-dci-p3-120hz.html,https://laptop88.vn/media/product/250_9005_,44990000,0,1,CPU Intel Core Ultra 7 155H,Intel,32GB,LPDDR5x-7467,SSD,1TB,NVIDIA GeForce RTX 4050 6GB GDDR6,NVIDIA,14.5,2.8K
laptop88,Lenovo Legion 7 16IRX9 83FD006JVN / 83FD004MVN ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-legion-7-16irx9-83fd006jvn-intel-core-i9-14900hx-rtx-4070-32gb-16-inch-3.2k-100-dci-p3-165hz.html,https://laptop88.vn/media/product/250_9004_legion_7_2024_i9_gen_14.jpg,61990000,0,1,CPU Intel Core i9-14900HX,Intel,32GB,5600,SSD,1TB,NVIDIA GeForce RTX 4070 8GB GDDR6,NVIDIA,16,3.2K
laptop88,Dell Inspiron 14 Plus 7430 ,Dell,https://laptop88.vn/new-outlet-laptop-dell-inspiron-14-plus-7430-intel-core-i7-13620h-16gb-ssd-1tb-14-inch-2k.html,https://laptop88.vn/media/product/250_9000_8584_doc_2023_11_08_11_09_01__1_.png,18990000,0,1,CPU Intel Core i7-13620H,Intel,16GB,LPDDR5,SSD,1TB,Intel UHD Graphics,Intel,14,2.5K
laptop88,Dell Inspiron 16 5630-MYMF2 ,Dell,https://laptop88.vn/new-outlet-dell-inspiron-16-5630-mymf2-intel-core-i5-1335u-16-inch-full-hd-touch.html,https://laptop88.vn/media/product/250_8995_inspiron_16_5630.jpg,13990000,0,1,CPU Intel Core i5-1335U,Intel,8GB,4800,SSD,512GB,Intel UHD Graphics,Intel,16,FHD
laptop88,Lenovo LOQ 15ARP9 83JC0000US ,Lenovo,https://laptop88.vn/new-100-laptop-lenovo-loq-15arp9-83jc0000us-amd-ryzen-7-7435hs-rtx-4060-16gb-15.6-inch-full-hd-100-srgb-144hz.html,https://laptop88.vn/media/product/pro_poster_8994.jpg,23990000,0,1,CPU Ryzen 7 7435HS,Ryzen,16GB,4800,SSD,512GB,NVIDIA GeForce RTX 4060 8GB GDDR6,NVIDIA,15.6,FHD
laptop88,Dell Inspiron 14 7440 2 in 1 1CPD4 ,Dell,https://laptop88.vn/new-100-laptop-dell-inspiron-14-7440-2in1-cpd4-intel-core-5-120u-14-inch-full-hd-touch.html,https://laptop88.vn/media/product/pro_poster_8993.jpg,15990000,0,1,CPU Intel Core 5 120U,Intel,8GB,DDR5,SSD,512GB,Intel Graphics,Intel,14,FHD
laptop88,Dell Inspiron 16 5640 C7U161W11IBU ,Dell,https://laptop88.vn/new-100-laptop-inspiron-16-5640-c7u161w11ibu-intel-core-7-150u-16gb-ssd-1tb-16-inch-full-hd.html,https://laptop88.vn/media/product/250_8992_dell_inspiron_5640.jpg,25990000,0,1,CPU Intel Core 7 150U,Intel,16GB,5200,SSD,1TB,Intel Graphics,Intel,16,FHD
laptop88,Dell Inspiron 14 5440 C5U165W11IBD2 ,Dell,https://laptop88.vn/new-100-laptop-inspiron-14-5440-c5u165w11ibd2-intel-core-5-120u-16gb-mx570a-2gb-14-inch-2.2k.html,https://laptop88.vn/media/product/250_8991_55018_laptop_dell_inspiron_5440_c5u165w11ibd2_1.jpg,24990000,0,1,CPU Intel Core 5 120U,Intel,16GB,5200,SSD,512GB,NVIDIA MX570A 2GB GDDR6,NVIDIA,14,2.2K
