brand,price,old,new,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,card_brand,screen_size,screen_type
HP,24790000.0,0,1,Intel Core 7150U,Intel,16.0,DDR4,SSD,1TB,Intel Graphics,Intel,14.0,HD
Dell,,0,1,Intel Core Ultra 7 155U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,HD
HP,52990000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,
Lenovo,,0,1,Intel Core Ultra 5125U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,2K
Lenovo,,0,1,Intel Core Ultra 5 125H,Intel,32.0,DDR5,SSD,1TB,Intel Arc Graphics,Intel,14.0,2K
Acer,15990000.0,0,1,Intel Core i51334U,Intel,16.0,DDR5,SSD,512GB,Intel Iris Xe Graphics,Intel,14.0,IPS
Lenovo,,0,1,Intel Core Ultra 7 155U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,2K
Asus,14990000.0,0,1,Intel Core i513500H,Intel,8.0,DDR5,SSD,512GB,Intel UHD Graphics,Intel,14.0,HD
Asus,15790000.0,0,1,Intel Core i513500H,Intel,16.0,DDR5,SSD,512GB,Intel UHD Graphics,Intel,14.0,HD
Asus,19390000.0,0,1,Intel Core i713700H,Intel,16.0,DDR5,SSD,512GB,Intel UHD Graphics,Intel,15.6,HD
Asus,15790000.0,0,1,Intel Core i513500H,Intel,16.0,DDR5,SSD,512GB,Intel UHD Graphics,Intel,15.6,HD
Lenovo,22990000.0,0,1,AMD Ryzen 78745H,AMD,24.0,DDR5,SSD,1TB,AMD 780M Graphics,Apple,14.0,8K
Asus,14990000.0,0,1,Intel Core i513500H,Intel,8.0,DDR5,SSD,512GB,Intel UHD Graphics,Intel,15.6,HD
Lenovo,,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,2K
Lenovo,34490000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,IPS
Lenovo,,0,1,Intel Core Ultra 5 125U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,IPS
Lenovo,,0,1,Intel Core Ultra 7155U,Intel,32.0,DDR5,SSD,512GB,Intel Graphics,Intel,13.3,IPS
Lenovo,,0,1,Intel Core Ultra 7155U,Intel,32.0,DDR5,SSD,1TB,Intel Graphics,Intel,13.3,IPS
Lenovo,,0,1,Intel Core Ultra 5125U,Intel,32.0,DDR5,SSD,512GB,Intel Graphics,Intel,13.3,IPS
Lenovo,18990000.0,0,1,AMD Ryzen 7 7730U,AMD,16.0,DDR4,SSD,512GB,AMD Radeon Graphics,AMD,14.0,IPS
Lenovo,16990000.0,0,1,AMD Ryzen 5 7430U,AMD,16.0,DDR4,SSD,512GB,AMD Radeon Graphics,AMD,14.0,IPS
MSI,40990000.0,0,1,AMD Ryzen AI 9 365,AMD,32.0,DDR5,SSD,1TB,AMD Radeon 880M Graphics,AMD,16.0,HD
Lenovo,31990000.0,0,1,Intel Core Ultra 5 125H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,2K
Lenovo,40990000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,13.3,IPS
LG,38990000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,,512GB,Intel Arc Graphics,Intel,16.0,IPS
LG,48990000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,1TB,NVIDIA GeForce RTX 3050,Nvidia,17.0,IPS
HP,32490000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,IPS
HP,30990000.0,0,1,Intel Core Ultra 7 155U,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,IPS
Lenovo,34200000.0,0,1,Intel Core Ultra 5 125H,Intel,32.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,13.3,IPS
HP,25990000.0,0,1,Intel Core Ultra 5 125H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,16.0,IPS
Lenovo,55990000.0,0,1,Intel Core Ultra 9 185H,Intel,32.0,DDR5,SSD,512GB,NVIDIA RTX A500,Apple,16.0,IPS
Lenovo,24990000.0,0,1,Snapdragon X Plus X1P42100,Qualcomm,16.0,DDR5,SSD,512GB,Qualcomm Adreno GPU,Qualcom,14.0,OLED
Lenovo,47390000.0,0,1,Intel Core i71360P,Intel,32.0,DDR5,SSD,1TB,NVIDIA RTX A500,Apple,16.0,IPS
Dell,36990000.0,0,1,Intel Core 7 150U,Intel,16.0,DDR5,SSD,1TB,Intel Graphics,Intel,14.0,HD
Lenovo,34490000.0,0,1,Intel Core Ultra 7 155U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,IPS
Lenovo,41990000.0,0,1,AMD Ryzen AI 9 365,AMD,32.0,DDR5,SSD,1TB,AMD Radeon 880M Graphics,AMD,14.5,8K
Lenovo,26890000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,OLED
HP,32990000.0,0,1,Intel Core i71250U,Intel,16.0,LDDR4,SSD,512GB,Intel Iris Xe Graphics,Intel,13.3,8K
Dell,19990000.0,0,1,Intel Core i51335U,Intel,8.0,DDR5,SSD,512GB,Intel UHD Graphics,Intel,14.0,HD
Acer,13990000.0,0,1,AMD Ryzen 75700U,AMD,16.0,DDR4,SSD,512GB,AMD Radeon Graphics,AMD,15.6,HD
Dell,17990000.0,0,1,Intel Core i51334U,Intel,8.0,DDR4,SSD,512GB,Intel Iris Xe Graphics,Intel,15.6,HD
Dell,17990000.0,0,1,Intel Core i51334U,Intel,8.0,DDR4,SSD,512GB,Intel Iris Xe Graphics,Intel,15.6,HD
Dell,19290000.0,0,1,Intel Core i51334U,Intel,16.0,DDR4,SSD,512GB,Intel Iris Xe Graphics,Intel,,HD
Dell,22390000.0,0,1,Intel Core i71355U,Intel,16.0,DDR4,SSD,512GB,Intel Iris Xe Graphics,Intel,15.6,HD
Dell,19290000.0,0,1,Intel Core i51334U,Intel,16.0,DDR4,SSD,512GB,Intel Iris Xe Graphics,Intel,,HD
Lenovo,,0,1,Intel Core Ultra 7 165U,Intel,32.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,IPS
Asus,28990000.0,0,1,Intel Core Ultra 7 155H,Intel,16.0,DDR5,SSD,1TB,NVIDIA GeForce RTX 3050,Nvidia,15.6,HD
HP,21990000.0,0,1,Intel Core 7 150U,Intel,16.0,DDR4,SSD,512GB,Intel Graphics,Intel,14.0,HD
HP,25590000.0,0,1,Intel Core Ultra 5125U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,IPS
HP,26590000.0,0,1,Intel Core Ultra 5125U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,IPS
HP,31690000.0,0,1,Intel Core Ultra 7165U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,IPS
HP,32690000.0,0,1,Intel Core Ultra 7165U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,14.0,IPS
HP,47990000.0,0,1,Intel Core Ultra 7 155U,Intel,16.0,DDR5,SSD,512GB,Intel Graphics,Intel,13.3,IPS
Lenovo,22990000.0,0,1,Intel Core Ultra 5 125H,Intel,16.0,DDR5,SSD,512GB,Intel Arc Graphics,Intel,14.0,2K
Dell,30890000.0,0,1,Intel Core 5 120U,Intel,16.0,DDR5,SSD,1TB,Intel Graphics,Intel,14.0,HD
HP,24800000.0,0,1,Intel Core 5 120U,Intel,16.0,DDR4,SSD,512GB,Intel Graphics,Intel,14.0,HD
